o,o_lable,o_synonym
http://purl.obolibrary.org/obo/UBERON_0038951,suprapyloric lymph node,jPS 5 node
http://purl.obolibrary.org/obo/UBERON_0038951,suprapyloric lymph node,jPS no.5 node
http://purl.obolibrary.org/obo/UBERON_0038951,suprapyloric lymph node,no. 5 station pyloric lymph node
http://purl.obolibrary.org/obo/UBERON_0038951,suprapyloric lymph node,nodus lymphoideus suprapyloricus
http://purl.obolibrary.org/obo/UBERON_0038951,suprapyloric lymph node,nodus suprapyloricus
http://purl.obolibrary.org/obo/UBERON_0038951,suprapyloric lymph node,suprapyloric node
http://purl.obolibrary.org/obo/UBERON_0038952,subpyloric lymph node,infrapyloric lymph node
http://purl.obolibrary.org/obo/UBERON_0038952,subpyloric lymph node,infrapyloric node
http://purl.obolibrary.org/obo/UBERON_0038952,subpyloric lymph node,jPS 6 node
http://purl.obolibrary.org/obo/UBERON_0038952,subpyloric lymph node,jPS no. 6 node
http://purl.obolibrary.org/obo/UBERON_0038952,subpyloric lymph node,no. 6 station pyloric lymph node
http://purl.obolibrary.org/obo/UBERON_0038952,subpyloric lymph node,subpyloric node
http://purl.obolibrary.org/obo/UBERON_0038953,retropyloric lymph node,retropyloric node
http://purl.obolibrary.org/obo/UBERON_0039162,inferior ileocolic lymph node,
http://purl.obolibrary.org/obo/UBERON_0039163,lateral sacral lymph node,
http://purl.obolibrary.org/obo/UBERON_0039164,medial sacral lymph node,
http://purl.obolibrary.org/obo/UBERON_0039167,bronchopulmonary lymph node,10 R+L thoracic
http://purl.obolibrary.org/obo/UBERON_0039167,bronchopulmonary lymph node,bronchopulmonary node
http://purl.obolibrary.org/obo/UBERON_0039167,bronchopulmonary lymph node,hilar lymph node
http://purl.obolibrary.org/obo/UBERON_0039167,bronchopulmonary lymph node,station 10 N1 lymph node
http://purl.obolibrary.org/obo/UBERON_0039167,bronchopulmonary lymph node,station 10 lymph node
http://purl.obolibrary.org/obo/UBERON_0039168,colic lymph node,colic node
http://purl.obolibrary.org/obo/UBERON_0039168,colic lymph node,pericolic lymph node
http://purl.obolibrary.org/obo/UBERON_0039168,colic lymph node,pericolonic lymph node
http://purl.obolibrary.org/obo/UBERON_0039169,anterior intercostal artery,intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039170,mammary branch of internal thoracic artery,medial mammary branch of perforating branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039175,subarachnoid space of brain,
http://purl.obolibrary.org/obo/UBERON_0039176,subarachnoid space of spinal cord,
http://purl.obolibrary.org/obo/UBERON_0039185,accessory vertebral vein,
http://purl.obolibrary.org/obo/UBERON_0039186,anterior vertebral vein,
http://purl.obolibrary.org/obo/UBERON_0039187,suprascapular vein,
http://purl.obolibrary.org/obo/UBERON_0039188,superior laryngeal vein,
http://purl.obolibrary.org/obo/UBERON_0039215,appendicular artery,appendiceal artery
http://purl.obolibrary.org/obo/UBERON_0039222,cystic artery,cholecystic artery
http://purl.obolibrary.org/obo/UBERON_0039228,sigmoid vein,
http://purl.obolibrary.org/obo/UBERON_0039230,prepyloric vein,Mayo's vein
http://purl.obolibrary.org/obo/UBERON_0039232,conus artery,second right coronary artery
http://purl.obolibrary.org/obo/UBERON_0039232,conus artery,third coronary artery
http://purl.obolibrary.org/obo/UBERON_0039256,pubic vein,accessory obturator vein
http://purl.obolibrary.org/obo/UBERON_0039256,pubic vein,pubic branch
http://purl.obolibrary.org/obo/UBERON_0039256,pubic vein,pubic branch of inferior epigastric vein
http://purl.obolibrary.org/obo/UBERON_0039258,external vertebral venous plexus,plexus venosus vertebralis externus
http://purl.obolibrary.org/obo/UBERON_0039259,vertebral venous plexus,
http://purl.obolibrary.org/obo/UBERON_0039260,thyrocervical artery,
http://purl.obolibrary.org/obo/UBERON_0039261,pancreatic artery,
http://purl.obolibrary.org/obo/UBERON_0039262,segmental pulmonary artery,segmental pulmonary arterial tree
http://purl.obolibrary.org/obo/UBERON_0039288,rima vulvae,pudendal cleft
http://purl.obolibrary.org/obo/UBERON_0039288,rima vulvae,rima pudendi
http://purl.obolibrary.org/obo/UBERON_0039288,rima vulvae,vulvar slit
http://purl.obolibrary.org/obo/UBERON_0039351,posterior labial artery,posterior labial branch of internal pudendal artery
http://purl.obolibrary.org/obo/UBERON_0039355,urethral artery,arteria urethralis
http://purl.obolibrary.org/obo/UBERON_0039376,penile bulb vein,bulb of penis vein
http://purl.obolibrary.org/obo/UBERON_0039376,penile bulb vein,vena bulbi penis
http://purl.obolibrary.org/obo/UBERON_0039377,urethral vein,
http://purl.obolibrary.org/obo/UBERON_0039379,vestibular bulb vein,vena bulbi vestibuli
http://purl.obolibrary.org/obo/UBERON_0039418,Alcock's canal,canalis pudendalis
http://purl.obolibrary.org/obo/UBERON_0039418,Alcock's canal,pudendal canal
http://purl.obolibrary.org/obo/UBERON_0039421,superficial dorsal vein of penis,
http://purl.obolibrary.org/obo/UBERON_0039422,dorsal vein of penis,
http://purl.obolibrary.org/obo/UBERON_0039835,posterior intercostal artery,
http://purl.obolibrary.org/obo/UBERON_0039838,seventh anterior intercostal artery,
http://purl.obolibrary.org/obo/UBERON_0039839,eighth anterior intercostal artery,
http://purl.obolibrary.org/obo/UBERON_0039840,ninth anterior intercostal artery,
http://purl.obolibrary.org/obo/UBERON_0039841,first anterior intercostal artery,first intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039842,second anterior intercostal artery,second intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039843,third anterior intercostal artery,third intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039844,fourth anterior intercostal artery,fourth intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039845,fifth anterior intercostal artery,fifth intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039846,sixth anterior intercostal artery,sixth intercostal branch of internal thoracic artery
http://purl.obolibrary.org/obo/UBERON_0039847,suprascapular artery,transverse scapular artery
http://purl.obolibrary.org/obo/UBERON_0039848,anterior external vertebral venous plexus,
http://purl.obolibrary.org/obo/UBERON_0039849,posterior external vertebral venous plexus,
http://purl.obolibrary.org/obo/UBERON_0039850,left anterior segmental artery,anterior bronchopulmonary segment of left pulmonary artery
http://purl.obolibrary.org/obo/UBERON_0039850,left anterior segmental artery,anterior segmental artery of left lung
http://purl.obolibrary.org/obo/UBERON_0039850,left anterior segmental artery,anterior segmental artery of left upper lobe
http://purl.obolibrary.org/obo/UBERON_0039851,apicoposterior segmental artery,apicoposterior artery of left lung
http://purl.obolibrary.org/obo/UBERON_0039851,apicoposterior segmental artery,apicoposterior bronchopulmonary segment of left pulmonary artery
http://purl.obolibrary.org/obo/UBERON_0039851,apicoposterior segmental artery,left apicoposterior pulmonary artery
http://purl.obolibrary.org/obo/UBERON_0039856,right ovarian vein,
http://purl.obolibrary.org/obo/UBERON_0039857,left ovarian vein,
http://purl.obolibrary.org/obo/UBERON_0700019,parallel fiber,
http://purl.obolibrary.org/obo/UBERON_0700020,"parallel fiber, bifurcated",
http://purl.obolibrary.org/obo/UBERON_1000000,chin ventral margin,
http://purl.obolibrary.org/obo/UBERON_1000001,collection of hairs on vertex,
http://purl.obolibrary.org/obo/UBERON_1000002,cranial midline area,
http://purl.obolibrary.org/obo/UBERON_1000003,dewlap,
http://purl.obolibrary.org/obo/UBERON_1000004,collection of hair on external ear,
http://purl.obolibrary.org/obo/UBERON_1000005,external ear margin,
http://purl.obolibrary.org/obo/UBERON_1000006,collection of hair on forehead,
http://purl.obolibrary.org/obo/UBERON_1000007,forehead protuberance,
http://purl.obolibrary.org/obo/UBERON_1000008,left part of face,
http://purl.obolibrary.org/obo/UBERON_1000009,midline crest,
http://purl.obolibrary.org/obo/UBERON_1000010,mole,naevus
http://purl.obolibrary.org/obo/UBERON_1000010,mole,nevus
http://purl.obolibrary.org/obo/UBERON_1000011,labial commissure,
http://purl.obolibrary.org/obo/UBERON_1000012,nose anterior margin,
http://purl.obolibrary.org/obo/UBERON_1000013,nose vertex,
http://purl.obolibrary.org/obo/UBERON_1000014,right part of face,
http://purl.obolibrary.org/obo/UBERON_1000015,skin of snout,snout skin
http://purl.obolibrary.org/obo/UBERON_1000016,tip of snout,
http://purl.obolibrary.org/obo/UBERON_1000017,tip of external ear,
http://purl.obolibrary.org/obo/UBERON_1000018,cluster of hairs,
http://purl.obolibrary.org/obo/UBERON_1000019,top of head,vertex of head
http://purl.obolibrary.org/obo/UBERON_1000020,collection of hair on snout,
http://purl.obolibrary.org/obo/UBERON_1000021,skin of face,face skin
http://purl.obolibrary.org/obo/UBERON_1000022,Zymbal's gland,
http://purl.obolibrary.org/obo/UBERON_1000023,spleen pulp,Malpighian corpuscles
http://purl.obolibrary.org/obo/UBERON_1000023,spleen pulp,pulp of spleen
http://purl.obolibrary.org/obo/UBERON_1000023,spleen pulp,splenic pulp
http://purl.obolibrary.org/obo/UBERON_1000024,parenchyma of spleen,splenic parenchyma
http://purl.obolibrary.org/obo/UBERON_1100000,digestive tract junction,
http://purl.obolibrary.org/obo/UBERON_1500000,scapular blade,
http://purl.obolibrary.org/obo/UBERON_1500003,lateral line canal lumen,
http://purl.obolibrary.org/obo/UBERON_1500005,ischial cartilage,
http://purl.obolibrary.org/obo/UBERON_1500006,paired fin radial bone,
http://purl.obolibrary.org/obo/UBERON_1500007,mesopterygium cartilage,
http://purl.obolibrary.org/obo/UBERON_1500008,pelvic fin distal radial bone,
http://purl.obolibrary.org/obo/UBERON_1500009,pelvic fin basipterygial radial,
http://purl.obolibrary.org/obo/UBERON_1500010,pelvic fin middle radial bone,
http://purl.obolibrary.org/obo/UBERON_1600006,paired fin radial element,
http://purl.obolibrary.org/obo/UBERON_1600008,pelvic fin distal radial element,
http://purl.obolibrary.org/obo/UBERON_1600010,pelvic fin middle radial element,
http://purl.obolibrary.org/obo/UBERON_1700006,paired fin radial cartilage,
http://purl.obolibrary.org/obo/UBERON_2000000,Brachet's cleft,
http://purl.obolibrary.org/obo/UBERON_2000001,Kupffer's vesicle,
http://purl.obolibrary.org/obo/UBERON_2000004,anterior axial hypoblast,pre-polster
http://purl.obolibrary.org/obo/UBERON_2000006,ball,yolk ball
http://purl.obolibrary.org/obo/UBERON_2000033,intermediate cell mass of mesoderm,ICM
http://purl.obolibrary.org/obo/UBERON_2000033,intermediate cell mass of mesoderm,intermediate cell mass of Oellacher
http://purl.obolibrary.org/obo/UBERON_2000033,intermediate cell mass of mesoderm,posterior intermediate cell mass
http://purl.obolibrary.org/obo/UBERON_2000039,median axial vein,
http://purl.obolibrary.org/obo/UBERON_2000040,median fin fold,
http://purl.obolibrary.org/obo/UBERON_2000044,myotome somite 14,
http://purl.obolibrary.org/obo/UBERON_2000052,dorsal actinotrichium,dorsal actinotrichia
http://purl.obolibrary.org/obo/UBERON_2000058,polster,pillow
http://purl.obolibrary.org/obo/UBERON_2000068,neural plate proneural cluster,neural plate proneural clusters
http://purl.obolibrary.org/obo/UBERON_2000072,somite 1,
http://purl.obolibrary.org/obo/UBERON_2000073,somite 5,
http://purl.obolibrary.org/obo/UBERON_2000074,somite 26,
http://purl.obolibrary.org/obo/UBERON_2000078,ventral actinotrichium,ventral actinotrichia
http://purl.obolibrary.org/obo/UBERON_2000083,ventral mesoderm,
http://purl.obolibrary.org/obo/UBERON_2000084,yolk,
http://purl.obolibrary.org/obo/UBERON_2000088,yolk syncytial layer,YSL
http://purl.obolibrary.org/obo/UBERON_2000088,yolk syncytial layer,periblast
http://purl.obolibrary.org/obo/UBERON_2000089,actinotrichium,actinotrichia
http://purl.obolibrary.org/obo/UBERON_2000090,apical ectodermal ridge dorsal fin,
http://purl.obolibrary.org/obo/UBERON_2000096,cardinal system,
http://purl.obolibrary.org/obo/UBERON_2000098,proliferative region,
http://purl.obolibrary.org/obo/UBERON_2000102,dorsal fin fold,dorsal fin-fold
http://purl.obolibrary.org/obo/UBERON_2000103,supramaxilla,
http://purl.obolibrary.org/obo/UBERON_2000104,suprapreopercle,supraopercle
http://purl.obolibrary.org/obo/UBERON_2000104,suprapreopercle,supraopercular bone
http://purl.obolibrary.org/obo/UBERON_2000104,suprapreopercle,suprapreopercles
http://purl.obolibrary.org/obo/UBERON_2000106,extension,yolk extension
http://purl.obolibrary.org/obo/UBERON_2000116,macula lagena,
http://purl.obolibrary.org/obo/UBERON_2000120,lateral line ganglion,LLG
http://purl.obolibrary.org/obo/UBERON_2000120,lateral line ganglion,lateral line ganglia
http://purl.obolibrary.org/obo/UBERON_2000125,mandibular lateral line neuromast,neuromast mandibular
http://purl.obolibrary.org/obo/UBERON_2000125,mandibular lateral line neuromast,neuromasts mandibular
http://purl.obolibrary.org/obo/UBERON_2000127,antorbital,adnasal
http://purl.obolibrary.org/obo/UBERON_2000127,antorbital,lateral rostral
http://purl.obolibrary.org/obo/UBERON_2000127,antorbital,periorbital
http://purl.obolibrary.org/obo/UBERON_2000136,otic lateral line neuromast,neuromast otic
http://purl.obolibrary.org/obo/UBERON_2000136,otic lateral line neuromast,neuromasts otic
http://purl.obolibrary.org/obo/UBERON_2000139,immature otolith,immature otoliths
http://purl.obolibrary.org/obo/UBERON_2000156,somite 20,
http://purl.obolibrary.org/obo/UBERON_2000157,somite 30,
http://purl.obolibrary.org/obo/UBERON_2000164,ventral mesenchyme,
http://purl.obolibrary.org/obo/UBERON_2000165,inferior lobe,inferior lobes
http://purl.obolibrary.org/obo/UBERON_2000168,anterior macula,am
http://purl.obolibrary.org/obo/UBERON_2000171,interhyal bone,stylohyal bone
http://purl.obolibrary.org/obo/UBERON_2000174,caudal cerebellar tract,
http://purl.obolibrary.org/obo/UBERON_2000175,posterior lateral line nerve,caudal lateral line nerve
http://purl.obolibrary.org/obo/UBERON_2000176,lateral entopeduncular nucleus,
http://purl.obolibrary.org/obo/UBERON_2000177,caudal oblique,
http://purl.obolibrary.org/obo/UBERON_2000178,caudal peduncle,
http://purl.obolibrary.org/obo/UBERON_2000182,central caudal thalamic nucleus,central posterior thalamic nucleus
http://purl.obolibrary.org/obo/UBERON_2000183,central pretectum,
http://purl.obolibrary.org/obo/UBERON_2000185,"commissura rostral, pars ventralis",
http://purl.obolibrary.org/obo/UBERON_2000187,lateral granular eminence,
http://purl.obolibrary.org/obo/UBERON_2000188,corpus cerebelli,cerebellar corpus
http://purl.obolibrary.org/obo/UBERON_2000188,corpus cerebelli,corpus cerebellum
http://purl.obolibrary.org/obo/UBERON_2000193,diffuse nuclei,
http://purl.obolibrary.org/obo/UBERON_2000194,dorsal accessory optic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000195,dorsal depressor muscle,
http://purl.obolibrary.org/obo/UBERON_2000196,dorsal hypohyal bone,dorsal hypohyals
http://purl.obolibrary.org/obo/UBERON_2000196,dorsal hypohyal bone,dorsohyal
http://purl.obolibrary.org/obo/UBERON_2000196,dorsal hypohyal bone,upper hypohyal
http://purl.obolibrary.org/obo/UBERON_2000199,dorsal periventricular hypothalamus,
http://purl.obolibrary.org/obo/UBERON_2000201,dorsal transverse,transversus dorsalis
http://purl.obolibrary.org/obo/UBERON_2000202,efferent portion of pharyngeal arch artery,efferent branchial artery
http://purl.obolibrary.org/obo/UBERON_2000202,efferent portion of pharyngeal arch artery,efferent portion of branchial artery
http://purl.obolibrary.org/obo/UBERON_2000203,rhinosphenoid,
http://purl.obolibrary.org/obo/UBERON_2000205,external ventral flexor,
http://purl.obolibrary.org/obo/UBERON_2000209,lateral preglomerular nucleus,
http://purl.obolibrary.org/obo/UBERON_2000210,gigantocellular part of magnocellular preoptic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000211,gill lamella,gill lamellae
http://purl.obolibrary.org/obo/UBERON_2000212,granular eminence,
http://purl.obolibrary.org/obo/UBERON_2000214,hypobranchial vessel,hypobranchial vessels
http://purl.obolibrary.org/obo/UBERON_2000216,infracarinalis,
http://purl.obolibrary.org/obo/UBERON_2000221,internal levator,
http://purl.obolibrary.org/obo/UBERON_2000222,isthmic primary nucleus,
http://purl.obolibrary.org/obo/UBERON_2000223,infraorbital 1,lachrymal
http://purl.obolibrary.org/obo/UBERON_2000223,infraorbital 1,lacrymal
http://purl.obolibrary.org/obo/UBERON_2000223,infraorbital 1,suborbital
http://purl.obolibrary.org/obo/UBERON_2000224,quadrate ventral process,
http://purl.obolibrary.org/obo/UBERON_2000225,lateral crista primordium,lateral crista primordia
http://purl.obolibrary.org/obo/UBERON_2000226,lateral ethmoid bone,lateral ethmoids
http://purl.obolibrary.org/obo/UBERON_2000226,lateral ethmoid bone,parethmoïde
http://purl.obolibrary.org/obo/UBERON_2000226,lateral ethmoid bone,pleurethmoïde
http://purl.obolibrary.org/obo/UBERON_2000226,lateral ethmoid bone,éthmoïde latéral
http://purl.obolibrary.org/obo/UBERON_2000228,lateral line primordium,lateral line primordia
http://purl.obolibrary.org/obo/UBERON_2000228,lateral line primordium,llp
http://purl.obolibrary.org/obo/UBERON_2000230,longitudinal hypochordal,hypochordal longitudinalis
http://purl.obolibrary.org/obo/UBERON_2000232,lateral semicircular canal primordium,lateral semicircular canal primordia
http://purl.obolibrary.org/obo/UBERON_2000233,lower oral valve,
http://purl.obolibrary.org/obo/UBERON_2000234,macula neglecta,
http://purl.obolibrary.org/obo/UBERON_2000238,olfactory tract linking bulb to ipsilateral ventral telencephalon,
http://purl.obolibrary.org/obo/UBERON_2000239,mesocoracoid bone,
http://purl.obolibrary.org/obo/UBERON_2000240,metapterygoid,metapterygoids
http://purl.obolibrary.org/obo/UBERON_2000241,midline column,
http://purl.obolibrary.org/obo/UBERON_2000245,nucleus of the descending root,
http://purl.obolibrary.org/obo/UBERON_2000248,magnocellular preoptic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000250,opercle,opercles
http://purl.obolibrary.org/obo/UBERON_2000250,opercle,operculare
http://purl.obolibrary.org/obo/UBERON_2000250,opercle,operculum
http://purl.obolibrary.org/obo/UBERON_2000251,adipose fin,
http://purl.obolibrary.org/obo/UBERON_2000259,mandibular lateral line,
http://purl.obolibrary.org/obo/UBERON_2000261,pharyngohyoid,
http://purl.obolibrary.org/obo/UBERON_2000264,preopercle,preopercles
http://purl.obolibrary.org/obo/UBERON_2000264,preopercle,preoperculum
http://purl.obolibrary.org/obo/UBERON_2000267,primary olfactory fiber layer,
http://purl.obolibrary.org/obo/UBERON_2000268,anal fin proximal radial bone,basal radial of anal fin
http://purl.obolibrary.org/obo/UBERON_2000268,anal fin proximal radial bone,proximal anal-fin radial
http://purl.obolibrary.org/obo/UBERON_2000269,inferior ventral flexor,
http://purl.obolibrary.org/obo/UBERON_2000271,radial bone,radials
http://purl.obolibrary.org/obo/UBERON_2000274,rostral octaval nerve sensory nucleus,
http://purl.obolibrary.org/obo/UBERON_2000276,rostrolateral thalamic nucleus of Butler & Saidel,
http://purl.obolibrary.org/obo/UBERON_2000278,secondary gustatory nucleus medulla oblongata,
http://purl.obolibrary.org/obo/UBERON_2000280,medial division,
http://purl.obolibrary.org/obo/UBERON_2000284,subopercle,subopercles
http://purl.obolibrary.org/obo/UBERON_2000285,superficial adductor,
http://purl.obolibrary.org/obo/UBERON_2000286,superficial lateralis (teleost),
http://purl.obolibrary.org/obo/UBERON_2000287,superior dorsal flexor,
http://purl.obolibrary.org/obo/UBERON_2000288,supracarinalis,
http://purl.obolibrary.org/obo/UBERON_2000289,preopercle horizontal limb,preopercle horizontal arm
http://purl.obolibrary.org/obo/UBERON_2000289,preopercle horizontal limb,preopercle lower limb
http://purl.obolibrary.org/obo/UBERON_2000291,medial octavolateralis nucleus,
http://purl.obolibrary.org/obo/UBERON_2000293,synencephalon,
http://purl.obolibrary.org/obo/UBERON_2000294,torus lateralis,
http://purl.obolibrary.org/obo/UBERON_2000296,uncrossed tecto-bulbar tract,
http://purl.obolibrary.org/obo/UBERON_2000297,vagal lobe,
http://purl.obolibrary.org/obo/UBERON_2000298,vent,
http://purl.obolibrary.org/obo/UBERON_2000300,ventral hypohyal bone,lower hypohyal
http://purl.obolibrary.org/obo/UBERON_2000300,ventral hypohyal bone,ventral hypohyals
http://purl.obolibrary.org/obo/UBERON_2000300,ventral hypohyal bone,ventrohyal
http://purl.obolibrary.org/obo/UBERON_2000305,ventral sulcus,
http://purl.obolibrary.org/obo/UBERON_2000307,vestibulolateralis lobe,
http://purl.obolibrary.org/obo/UBERON_2000309,external yolk syncytial layer,E-YSL
http://purl.obolibrary.org/obo/UBERON_2000311,adductor mandibulae complex,
http://purl.obolibrary.org/obo/UBERON_2000313,anal inclinator,
http://purl.obolibrary.org/obo/UBERON_2000315,asteriscus,lagenar otolith
http://purl.obolibrary.org/obo/UBERON_2000315,asteriscus,lagenolith
http://purl.obolibrary.org/obo/UBERON_2000318,brainstem and spinal white matter,brain stem/spinal tracts and commissures
http://purl.obolibrary.org/obo/UBERON_2000319,branchiostegal membrane,
http://purl.obolibrary.org/obo/UBERON_2000321,caudal levator,
http://purl.obolibrary.org/obo/UBERON_2000322,caudal octaval nerve sensory nucleus,
http://purl.obolibrary.org/obo/UBERON_2000324,caudal periventricular hypothalamus,
http://purl.obolibrary.org/obo/UBERON_2000335,crossed tecto-bulbar tract,
http://purl.obolibrary.org/obo/UBERON_2000336,preopercle vertical limb,ascending arm of preopercle
http://purl.obolibrary.org/obo/UBERON_2000336,preopercle vertical limb,preopercle upper limb
http://purl.obolibrary.org/obo/UBERON_2000336,preopercle vertical limb,preopercle vertical arm
http://purl.obolibrary.org/obo/UBERON_2000337,basioccipital posterodorsal region,
http://purl.obolibrary.org/obo/UBERON_2000341,dorsal flexor,
http://purl.obolibrary.org/obo/UBERON_2000342,dorsal inclinator muscle,
http://purl.obolibrary.org/obo/UBERON_2000347,dorsal zone of median tuberal portion of hypothalamus,
http://purl.obolibrary.org/obo/UBERON_2000348,exoccipital posteroventral region,
http://purl.obolibrary.org/obo/UBERON_2000349,epaxialis,
http://purl.obolibrary.org/obo/UBERON_2000350,epipleural,epipleurals
http://purl.obolibrary.org/obo/UBERON_2000350,epipleural,pleuroïde
http://purl.obolibrary.org/obo/UBERON_2000350,epipleural,épipleural
http://purl.obolibrary.org/obo/UBERON_2000350,epipleural,épipleure
http://purl.obolibrary.org/obo/UBERON_2000352,external cellular layer,
http://purl.obolibrary.org/obo/UBERON_2000356,gill raker,branchiocténie
http://purl.obolibrary.org/obo/UBERON_2000356,gill raker,branchiospine
http://purl.obolibrary.org/obo/UBERON_2000356,gill raker,gill rakers
http://purl.obolibrary.org/obo/UBERON_2000356,gill raker,gill-raker
http://purl.obolibrary.org/obo/UBERON_2000356,gill raker,gillraker
http://purl.obolibrary.org/obo/UBERON_2000358,granular layer corpus cerebelli,
http://purl.obolibrary.org/obo/UBERON_2000362,hypaxialis,
http://purl.obolibrary.org/obo/UBERON_2000363,hypobranchial bone,
http://purl.obolibrary.org/obo/UBERON_2000364,hypural,hyp
http://purl.obolibrary.org/obo/UBERON_2000364,hypural,hypuralia
http://purl.obolibrary.org/obo/UBERON_2000364,hypural,hypurals
http://purl.obolibrary.org/obo/UBERON_2000371,internal pharyngoclavicularis,
http://purl.obolibrary.org/obo/UBERON_2000372,interpeduncular nucleus medulla oblongata,
http://purl.obolibrary.org/obo/UBERON_2000373,dorsal fin actinotrichium,
http://purl.obolibrary.org/obo/UBERON_2000375,anal fin actinotrichium,
http://purl.obolibrary.org/obo/UBERON_2000376,infraorbital,circumorbital series
http://purl.obolibrary.org/obo/UBERON_2000376,infraorbital,circumorbitals
http://purl.obolibrary.org/obo/UBERON_2000376,infraorbital,infraorbitals
http://purl.obolibrary.org/obo/UBERON_2000381,lateral line sensory nucleus,
http://purl.obolibrary.org/obo/UBERON_2000384,levator arcus palatini,
http://purl.obolibrary.org/obo/UBERON_2000388,medial caudal lobe,
http://purl.obolibrary.org/obo/UBERON_2000389,medial funicular nucleus medulla oblongata,
http://purl.obolibrary.org/obo/UBERON_2000390,medial preglomerular nucleus,
http://purl.obolibrary.org/obo/UBERON_2000392,median tuberal portion,
http://purl.obolibrary.org/obo/UBERON_2000394,molecular layer corpus cerebelli,
http://purl.obolibrary.org/obo/UBERON_2000397,nucleus subglomerulosis,
http://purl.obolibrary.org/obo/UBERON_2000398,nucleus isthmi,
http://purl.obolibrary.org/obo/UBERON_2000399,secondary gustatory nucleus trigeminal nuclei,
http://purl.obolibrary.org/obo/UBERON_2000401,octaval nerve sensory nucleus,
http://purl.obolibrary.org/obo/UBERON_2000408,periventricular nucleus of caudal tuberculum,
http://purl.obolibrary.org/obo/UBERON_2000410,postcleithrum,métacleithrum
http://purl.obolibrary.org/obo/UBERON_2000410,postcleithrum,métaclithrum
http://purl.obolibrary.org/obo/UBERON_2000410,postcleithrum,paraclithrum
http://purl.obolibrary.org/obo/UBERON_2000410,postcleithrum,postclavicle
http://purl.obolibrary.org/obo/UBERON_2000410,postcleithrum,postcleithra
http://purl.obolibrary.org/obo/UBERON_2000410,postcleithrum,postcleithrum
http://purl.obolibrary.org/obo/UBERON_2000411,posterior crista primordium,posterior crista primordia
http://purl.obolibrary.org/obo/UBERON_2000412,posterior semicircular canal primordium,posterior semicircular canal primordia
http://purl.obolibrary.org/obo/UBERON_2000414,presumptive cephalic mesoderm,
http://purl.obolibrary.org/obo/UBERON_2000419,pterosphenoid,alisphenoid
http://purl.obolibrary.org/obo/UBERON_2000419,pterosphenoid,pterosphenoids
http://purl.obolibrary.org/obo/UBERON_2000422,retroarticular,
http://purl.obolibrary.org/obo/UBERON_2000424,opercular lateral line,
http://purl.obolibrary.org/obo/UBERON_2000425,anterior lateral line nerve,rostral lateral line nerve
http://purl.obolibrary.org/obo/UBERON_2000426,rostral parvocellular preoptic nucleus,
http://purl.obolibrary.org/obo/UBERON_2000429,scaphium,Weberian ossicle 2
http://purl.obolibrary.org/obo/UBERON_2000429,scaphium,second Weberian ossicle
http://purl.obolibrary.org/obo/UBERON_2000430,secondary gustatory tract,
http://purl.obolibrary.org/obo/UBERON_2000437,caudal fin actinotrichium,
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,hemal spine of preural centrum 1
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,parahypural
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,parhypural
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,parhypural hypaxonal
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,parhyural
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,phy
http://purl.obolibrary.org/obo/UBERON_2000438,parhypural,prohypural
http://purl.obolibrary.org/obo/UBERON_2000439,superficial pelvic abductor,
http://purl.obolibrary.org/obo/UBERON_2000440,superior raphe nucleus,anterior raphe nucleus
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,axonoste libre
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,predorsal
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,predorsal bone
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,pseudaxonoste
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,sn
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,supraneural
http://purl.obolibrary.org/obo/UBERON_2000442,supraneural bone,supraneurals
http://purl.obolibrary.org/obo/UBERON_2000448,tertiary gustatory nucleus,
http://purl.obolibrary.org/obo/UBERON_2000449,torus longitudinalis,
http://purl.obolibrary.org/obo/UBERON_2000451,upper oral valve,
http://purl.obolibrary.org/obo/UBERON_2000452,urohyal,clidoste
http://purl.obolibrary.org/obo/UBERON_2000452,urohyal,interclaviculaire
http://purl.obolibrary.org/obo/UBERON_2000452,urohyal,jugulaire
http://purl.obolibrary.org/obo/UBERON_2000452,urohyal,parurohyal
